"global_id","entity_id","content_type","content_title","content_topic","portal_name"
"1332","661","video","Wheelchair To Bed Transfer",NULL,"psa3"
"1333","660","video","Wheelchair To Bed Transfer With A Bigger Person",NULL,"psa3"
"1337","647","video","Teepa Snow: How NOT To Get Hurt",NULL,"psa3"
"1731","827","elearn","Try It Out: Talking About POA",NULL,"sjgov"
"1741","871","elearn","Meal Planning a Heart Healthy Diet",NULL,"demo"
"1735","833","elearn","Care Chat: Discussing End Of Life Wishes",NULL,"sjgov"
"1725","823","elearn","Encourage Physical Activity",NULL,"psa3"
"1570","795","article","Guilt & Anger: Feelings Or Fuel",NULL,"lowcountry"
"1574","799","article","Our 12 Favorite Affirmations For Parents",NULL,"lowcountry"
"1067","460","video","Behavior Q&A With Teepa Snow",NULL,"upcap"
"1069","472","video","Recognize & Respond to Aggression",NULL,"upcap"
"257","257","article","Urinary Tract Infections: A Guide For Families","Safety & Injury Prevention","upcap"
"3","3","badge","Dementia Expert",NULL,"eldersource"
"1400","690","article","Showering & Bathing Post-Stroke",NULL,"psa3"
"1401","691","article","Toileting Post-Stroke",NULL,"psa3"
"1402","698","article","Oral Care Post-Stroke",NULL,"psa3"
"1403","699","article","Dressing Post-Stroke",NULL,"psa3"
"1404","700","article","Mealtime",NULL,"psa3"
"1746","842","elearn","Try It Out: Eating Safely Post-Stroke",NULL,"psa3"
"1405","701","article","Getting Back Into Daily Activities",NULL,"psa3"
"1406","702","video","Teepa Snow: 5 Ways We Might Provide Care After A Stroke",NULL,"psa3"
"1396","692","article","Positioning: Pain & Contractures",NULL,"psa3"
"1397","703","article","The Big Mistake Good Caregivers Make",NULL,"psa3"
"1398","697","article","Falls Post-Stroke",NULL,"psa3"
"1399","704","article","Burns, Cuts & Bruises Post-Stroke",NULL,"psa3"
"1392","693","video","Stand Pivot Transfer Post-Stroke",NULL,"psa3"
"1393","694","video","Sliding Board Transfer Post-Stroke",NULL,"psa3"
"372","366","story","I Lie Because I Love Her",NULL,"wrcog"
"1394","695","video","Tub Transfer Post-Stroke",NULL,"psa3"
"1395","696","video","Avoid Injury During Transfers",NULL,"psa3"
"1412","707","article","Frauds & Scams: Online & Phone",NULL,"psa3"
"1407","710","article","Medications: Dementia Safety",NULL,"psa3"
"1727","825","elearn","Care Chat: When It's Time To Stop Driving",NULL,"psa3"
"1733","831","elearn","Try It Out: Putting First Things First",NULL,"aaa9"
"1262","603","video","Scam Vulnerability With Dementia",NULL,"psa3"
"1247","598","article","Introduction To Dementia",NULL,"aaa9"
"1416","711","article","Dementia Fall Prevention: 5 Steps",NULL,"psa3"
"1417","712","article","Kitchen Safety",NULL,"psa3"
"1253","613","article","Overview Of The Different Kinds Of Dementia",NULL,"aaa9"
"1254","612","article","Alzheimer's Disease",NULL,"aaa9"
"1415","709","article","Wandering: Reduce The Risk",NULL,"psa3"
"1418","713","article","Grabbing & Hitting: How To Respond",NULL,"psa3"
"1419","714","article","Cheat Sheet: 6 Ways To Avoid Getting Hurt While Transferring",NULL,"psa3"
"1250","606","article","Warning Signs Of Dementia",NULL,"aaa9"
"1251","605","article","Stages Of Dementia: What To Expect",NULL,"aaa9"
"1742","839","elearn","Try It Out: Completing Skin Checks",NULL,"empowerline"
"1747","895","elearn","Try It Out: Handling A COPD Flare-Up",NULL,"coaaa"
"1282","652","article","COPD Stages: What To Expect",NULL,"coaaa"
"1284","648","article","Flare-Up Signs & Triggers",NULL,"coaaa"
"1731","824","elearn","Try It Out: Talking About POA",NULL,"seniorresources"
"253","253","article","Oral Care for Older Adults","Personal Care","kaiser_demo"
"131","131","article","Skin Care for Older Adults","Personal Care","kaiser_demo"
"272","272","article","Managing Medications at Home","Personal Care","kaiser_demo"
"1534","746","article","How To Recover From Burnout: A Guide For Caregivers",NULL,"uf"
"1536","741","article","At Your Limit? Make A Safety Plan",NULL,"uf"
"1537","742","article","Recapturing Time Leaks: From Overwhelmed To Organized",NULL,"uf"
"1538","743","article","Receiving Help",NULL,"uf"
"1539","744","article","Worry Too Much? Here's How To Make A Worry Plan",NULL,"uf"
"1540","745","article","Anxiety Vs. Dread: Which One Are You Dealing With?",NULL,"uf"
"1542","739","article","Find Yourself Again",NULL,"uf"
"1541","738","article","Grief At The Start, Middle & End Of Caring",NULL,"uf"
"1739","893","elearn","Try It Out: How Can You Help Prevent Falls?",NULL,"region9aaa"
"1196","538","article","Sit To Stand Transfers",NULL,"region9aaa"
"1068","464","video","Recognize & Respond to Agitation",NULL,"lehigh"
"1185","526","article","Common Caregiver Fears & What You Can Do About Them",NULL,"empowerline"
"1344","654","video","Teepa Snow: Caring Is A Team Sport",NULL,"empowerline"
"1182","524","article","Our #1 Tip For Preventing Burnout",NULL,"empowerline"
"1197","539","article","Bed Transfers",NULL,"region9aaa"
"1198","540","article","Bathroom Transfers",NULL,"region9aaa"
"1199","541","article","Moving Up & Down The Stairs",NULL,"region9aaa"
"1200","542","article","Car Transfers",NULL,"region9aaa"
"1334","659","video","Getting Up From Bed",NULL,"region9aaa"
"1330","658","video","Sit To Stand Transfer",NULL,"region9aaa"
"1331","662","video","Sit To Stand With A Bigger Person",NULL,"region9aaa"
"1332","661","video","Wheelchair To Bed Transfer",NULL,"region9aaa"
"1333","660","video","Wheelchair To Bed Transfer With A Bigger Person",NULL,"region9aaa"
"1337","647","video","Teepa Snow: How NOT To Get Hurt",NULL,"region9aaa"
"1484","736","article","The End Of Life Care Journey",NULL,"kaiser_demo"
"1742","848","elearn","Try It Out: Completing Skin Checks",NULL,"kern"
"1743","839","elearn","Reduce Fatigue By Conserving Energy",NULL,"lowcountry"
"1564","784","article","How To Change Negative Thoughts",NULL,"php"
"1047","459","article","4 Skills For Behavior Changes",NULL,"php"
"1270","615","video","Ask Teepa: Getting In The Car With Lewy Body Dementia",NULL,"seniorresources"
"1726","820","elearn","Care Chat: Having Conversations About Mental Health",NULL,"seniorresources"
"1742","891","elearn","Try It Out: Completing Skin Checks",NULL,"coaaa"
"1313","669","article","3 Ways To Encourage A Shower",NULL,"coaaa"
"1518","797","article","What Is Bipolar Disorder?",NULL,"coaaa"
"292","292","article","Reducing Social Isolation with Technology","Caregiver Wellness","lifetime"
"1484","724","article","The End Of Life Care Journey",NULL,"smpdd"
"1485","725","article","6 Conversations At The End of Life",NULL,"smpdd"
"1735","821","elearn","Care Chat: Discussing End Of Life Wishes",NULL,"smpdd"
"1041","440","elearn","Living Will vs. Will & POA",NULL,"smpdd"
"1469","739","elearn","January 2023 Virtual Caregiver Support Groups","Waccamaw Local Resources","wrcog"
"1210","560","article","Medication Reminders & Tools",NULL,"nei3a"
"1546","785","article","8 Mental Illness Myths",NULL,"nei3a"
"1547","786","article","Mental Illness In Older Adults",NULL,"nei3a"
"1644","814","video","Webinar: Navigating Mental Health: Knowledge Is Power",NULL,"nei3a"
"1551","790","article","Mindfulness For Mental Health",NULL,"nei3a"
"1548","787","article","Do's & Don'ts: A Conversation Guide For Mental Illness",NULL,"nei3a"
"3","3","badge","Dementia Expert",NULL,"heartlandhs"
"197","197","article","Care Chat: Dementia & Driving","Dementia Expert","heartlandhs"
"1116","525","article","Resistance To Showering Or Bathing",NULL,"coaaa"
"1064","499","article","Early Signs Of Withdrawing",NULL,"coaaa"
"4","4","badge","Personal Care",NULL,"aihs"
"188","188","article","Choosing the Right Products when Assisting in the Bathroom","Personal Care","aihs"
"187","187","article","Shaving","Personal Care","aihs"
"211","211","article","Showering","Personal Care","aihs"
"253","253","article","Oral Care for Older Adults","Personal Care","aihs"
"131","131","article","Skin Care for Older Adults","Personal Care","aihs"
"3","3","badge","Dementia Expert",NULL,"aihs"
"285","285","article","Sexuality and Dementia","Brain Health","aihs"
"293","293","article","Build Relationships with Reminiscence","Brain Health","aihs"
"353","353","article","Agitation and Anxiety","Brain Health","aihs"
"188","188","article","Choosing the Right Products when Assisting in the Bathroom","Personal Care","aaa7"
"187","187","article","Shaving","Personal Care","aaa7"
"131","131","article","Skin Care for Older Adults","Personal Care","aaa7"
"354","354","article","Understanding Behavior Change","Brain Health","aihs"
"272","272","article","Managing Medications at Home","Personal Care","aaa7"
"355","355","article","Verbal and Physical Aggression","Brain Health","aihs"
"357","357","article","Wandering","Brain Health","aihs"
"292","292","article","Reducing Social Isolation with Technology","Caregiver Wellness","aihs"
"249","249","article","8 Things You Should ALWAYS Ask Your Doctor",NULL,"coaaa"
"1431","746","article","The #1 Mistake Most Caregivers Make",NULL,"coaaa"
"368","362","story","Family Issues",NULL,"aaa9"
"1802","897","article","Weekend Reads: Plan for Diabetes Care in Heat & Emergencies",NULL,"coaaa"
"1489","777","article","3 Care Options For End Of Life",NULL,"coaaa"
"1490","778","article","Signs Of End Of Life",NULL,"coaaa"
"1494","782","article","After Loss: Navigating Logistics",NULL,"coaaa"
"1493","781","article","The Moment Of Death",NULL,"coaaa"
"1412","707","article","Frauds & Scams: Online & Phone",NULL,"empowerline"
"1250","606","article","Warning Signs Of Dementia",NULL,"empowerline"
"1729","822","elearn","Working Caregivers: Making It All Work Out",NULL,"seniorresources"
"1729","842","elearn","Working Caregivers: Making It All Work Out",NULL,"northcarolina"
"2","2","badge","Brain Health",NULL,"eldersource"
"284","284","article","Communication and Dementia","Brain Health","eldersource"
"243","243","article","Delirium, Depression, and Apathy","Brain Health","eldersource"
"354","354","article","Understanding Behavior Change","Brain Health","eldersource"
"355","355","article","Verbal and Physical Aggression","Brain Health","eldersource"
"214","214","article","Introduction to Aging and Dementia","Brain Health","eldersource"
"285","285","article","Sexuality and Dementia","Brain Health","eldersource"
"293","293","article","Build Relationships with Reminiscence","Brain Health","eldersource"
"252","252","article","Delirium: Signs and Symptoms","Safety & Injury Prevention","eldersource"
"318","318","article","Hallucinations and Brain Changes","Brain Health","eldersource"
"401","395","article","Communication Changes with Teepa Snow","Brain Health","eldersource"
"10","10","badge","Activities & Recreation",NULL,"heartlandhs"
"327","327","article","Outdoor Activities to Enjoy Together","Activities & Recreation","heartlandhs"
"317","317","article","Living with a Purpose: Involving Your Loved One with Daily Tasks","Activities & Recreation","heartlandhs"
"316","316","video","Busy Boxes and Rummaging Bins","Activities & Recreation","heartlandhs"
"308","308","article","Sensory Stimulation: Using the 5 Senses to Create Meaningful Moments","Activities & Recreation","heartlandhs"
"335","335","article","Brain Boost Exercises","Activities & Recreation","heartlandhs"
"1045","458","article","How To Find LGBTQ+ Affirming Services",NULL,"heartlandhs"
"1044","453","article","Burnout Among LGBTQ+ Caregivers",NULL,"seniorresources"
"1741","834","elearn","Meal Planning a Heart Healthy Diet",NULL,"seniorresources"
"1079","484","article","Meaningful Activities: 3 Core Skills",NULL,"kaiser_demo"
"1083","487","article","Participation In Everyday Activities",NULL,"kaiser_demo"
"1081","486","article","4 Ways To Make Activities Easier",NULL,"kaiser_demo"
"1080","485","article","Activities For Every Dementia Stage",NULL,"kaiser_demo"
"1340","650","video","Common Mistakes With Sensory Activities",NULL,"kaiser_demo"
"1341","651","video","Teepa Snow: Sensory Investigation",NULL,"kaiser_demo"
"1086","490","article","11 Dementia Friendly Activity Ideas",NULL,"kaiser_demo"
"1085","489","article","Matching Abilities To Activities",NULL,"kaiser_demo"
"1084","488","article","Tips For Trying New Activities",NULL,"kaiser_demo"
"1055","469","article","Activities To Reduce Or Redirect Behaviors",NULL,"kaiser_demo"
"1737","835","elearn","Try It Out: Encouraging Engagement",NULL,"kaiser_demo"
"1600","812","article","Advocating In The Classroom",NULL,"hoco"
"312","312","article","Hoarding and Hiding",NULL,"daaa1a"
"1226","578","elearn","Heart Health Workbook",NULL,"nei3a"
"1747","842","elearn","Try It Out: Handling A COPD Flare-Up",NULL,"nei3a"
"392","386","article","Reducing Social Isolation","Intellectual and Developmental Disabilities: Physical and Mental Wellness","daaa1a"
"1338","648","video","Teepa Snow: Intro To Mobility Equipment",NULL,"nei3a"
"1192","534","article","Canes, Walkers & Wheelchairs",NULL,"nei3a"
"1193","535","article","After A Fall: 3 Things To Do",NULL,"nei3a"
"1194","536","article","Easy Exercises To Do At Home",NULL,"nei3a"
"1195","537","article","Preventing Bedsores",NULL,"nei3a"
"1729","883","elearn","Working Caregivers: Making It All Work Out",NULL,"region9aaa"
"1740","838","elearn","Try It Out: Reducing Mental Fatigue (For Parents)",NULL,"hoco"
"1729","829","elearn","Working Caregivers: Making It All Work Out",NULL,"nekcoa"
"1804","846","video","Webinar: Caregiver Wellness: Strength, Balance & Mobility",NULL,"kaiser_demo"
"368","362","story","Family Issues",NULL,"aaanm"
"979","415","article","Repeating The Same Stories",NULL,"aaanm"
"1272","600","video","What To Expect With Dementia",NULL,"psa3"
"5","5","badge","Safety & Injury Prevention",NULL,"aaa7"
"273","273","article","Reducing Medication Risks","Safety & Injury Prevention","aaa7"
"1603","850","article","Relationships & Finding Your Community",NULL,"minnesota"
"1726","881","elearn","Care Chat: Having Conversations About Mental Health",NULL,"region9aaa"
"1549","788","article","Building A Support System For Mental Illness",NULL,"region9aaa"
"1537","769","article","Recapturing Time Leaks: From Overwhelmed To Organized",NULL,"sjgov"
"1742","896","elearn","Try It Out: Completing Skin Checks",NULL,"region9aaa"
"4","4","badge","Personal Care",NULL,"region9aaa"
"1747","900","elearn","Try It Out: Handling A COPD Flare-Up",NULL,"region9aaa"
"94","18","badge","Parkinson’s Disease: Daily Activities and Care Skills",NULL,"region9aaa"
"1346","656","video","Teepa Snow: Parkinson's Disease Symptoms","Parkinson’s Disease: Daily Activities and Care Skills","region9aaa"
"1070","513","video","Recognize & Respond to Wandering",NULL,"minnesota"
"1061","512","article","4 Ways To Reduce Wandering",NULL,"minnesota"
"1066","519","article","When Others Don’t Think Withdrawing Is A Problem",NULL,"minnesota"
"1064","516","article","Early Signs Of Withdrawing",NULL,"minnesota"
"13","13","badge","Grief and Loss",NULL,"kaiser_demo"
"356","356","article","Introduction to Grief & Loss","Grief and Loss","kaiser_demo"
"352","352","article","Coping with Loss","Grief and Loss","kaiser_demo"
"980","416","article","How To Manage Repeated Phone Calls",NULL,"kaiser_demo"
"973","408","article","Hearing or Vision Problems",NULL,"kaiser_demo"
"2","2","badge","Brain Health",NULL,"trident"
"1086","489","article","11 Dementia Friendly Activity Ideas",NULL,"sourcewise"
"1062","475","article","Environmental Modifications For Wandering",NULL,"seniorresources"
"1060","472","article","Track Wandering To Find Triggers",NULL,"seniorresources"
"1344","654","video","Teepa Snow: Caring Is A Team Sport",NULL,"kansas"
"1729","825","elearn","Working Caregivers: Making It All Work Out",NULL,"daaa1a"
"1045","460","article","How To Find LGBTQ+ Affirming Services",NULL,"nekcoa"
"1210","560","article","Medication Reminders & Tools",NULL,"kansas"
